2160,2139,316,878,676,1296,1004,2247,324,1875,2107,433,1919,419,1470,658,2316,670,940,125,1423,1661,2191,506,1303,99,208,832,588,2210,1865,242,627,888,2418,2250,1446,1101,2006,169
2160,2139,316,878,676,1482,2248,628,1875,323,1493,2107,1470,2316,419,255,658,940,94,670,1354,2191,1423,832,1920,2210,570,888,99,588,1661,2245,409,495,2418,1865,1944,1210,121,1188
2160,2139,316,878,2107,676,497,2248,1875,170,1296,2275,1377,572,1493,611,658,1353,256,600,1661,2191,2210,92,839,940,1920,2289,588,700,2418,99,2004,888,293,1789,1045,1652,2252,360
2160,2139,316,878,2107,497,676,2248,1942,217,1389,2275,1493,1377,1006,611,591,256,572,2162,671,2191,133,1800,2246,1662,838,1920,91,810,2417,700,940,474,653,1211,1652,1705,2252,1447
2160,2139,316,2163,878,498,1943,2202,676,217,1482,2275,654,1492,1004,1470,611,508,2207,256,671,1875,2290,2033,132,2189,732,627,1919,940,474,838,125,1661,2417,1447,1282,1124,888,2245
2160,2139,316,2163,435,878,2202,1945,217,676,1481,2232,628,2207,655,973,1875,444,1377,610,2033,256,1583,2248,2316,1354,128,473,732,940,1662,2190,432,838,1561,133,1920,1942,600,2246
2160,2139,316,2162,2156,313,2186,878,217,2107,1943,676,562,1480,2248,727,973,2232,444,1875,1377,433,610,2207,128,1583,658,1354,538,2316,1751,2246,700,571,2163,1104,600,132,1945,1390
2160,2162,2139,316,2157,373,2186,2163,878,264,1945,562,2202,676,1480,2232,168,801,2207,1942,371,744,2107,1105,507,1492,1875,542,2248,628,2275,655,1482,171,1470,538,256,1354,2189,2106
2160,2162,2139,2159,316,2186,373,2161,2157,2082,261,2107,878,434,1945,2202,264,2232,879,562,2163,676,168,1943,1480,2248,727,313,745,2233,2106,218,1875,1105,605,628,1482,2206,507,973
2160,2161,2159,2162,2139,2207,316,2186,2163,373,2157,2082,314,2206,261,2138,2106,313,2232,2156,215,2008,2105,435,878,2208,2187,264,562,2202,1943,956,2107,216,1945,498,801,1660,2233,676
2160,2161,2207,2159,2208,2162,2104,2209,2206,2103,2102,2105,2158,2163,2101,2254,2205,2210,2253,2106,2157,2255,2030,2029,2028,2252,2100,2031,2204,2027,2107,2164,2032,2251,2156,2256,2211,2026,1967,1969
